,id,coin,name,type,algorithm,network_hashrate,difficulty,reward,reward_unit,reward_block,price,volume,updated
297,43c10eb19bddfac0cfdb2d4ec093581c044a1d52,MTNS,OmotenashiCoin,coin,Skein,43.5,365.90172515321,9.9647736782133e-08,MTNS,17288529613.031,0.00011856,1381.63,1673462911
298,2524a20b6ebcf783b685e0f77f88273a828e0aaf,MWC,MimbleWimbleCoin,coin,cuckARood29,0.15,6451065.0,0.015816657515354,MWC,-1.0,0.534815,57.78,1689435388
299,aaf99c273791a65e78859c54f5979cab8fc1f195,MWC,MimbleWimbleCoin,coin,cuckAToo31,0.1,9209116.0,0.0073864697917647,MWC,812.2960181451612,0.534815,57.78,1689502349
300,0370876fb003e5f6b6a069c91662b9dec0cd7c66,MZC,Maza,coin,SHA-256,323105500000000.0,20701439.4216,1.518357161676e-11,MZC,375.0005,0.00031367,28.21,1690131281
307,eecd2111ffe859aaf2df8fc51ce575a552e4b1cc,NEOX,NEOX,coin,KAWPOW,602177000000.0,7593.934897537,4.6909920824573e-07,NEOX,4250.0,0.000932,,1690131274
308,b0e99b8f2b5d20a0a4a1b265a19d8267571ff001,NEX,Nexa,coin,NexaPoW,10000000000000.0,287640.342,2.9140221129133e-05,NEX,10000000.0,6.36e-06,63131.0,1690131263
343,549635f6afc12e1c1d1bc8fbf71e816fe2cad563,NILU,NILU,coin,Ethash,2638000000.0,31657000000.0,2.2743784944878e-07,NILU,2.0,0.00038252,,1690131279
344,c489b28af3e91d361d713521e60e1fab37f2fb5a,NIM,Nimiq,coin,Argon2d-nim,-1.0,5235395.7,2.3936125426922e-05,NIM,2281.29156,0.00098143092159869,50838.585583591,1690131268
345,662aff88901045fc312477e2a68421cfc4fd1a2f,NMC,Namecoin,coin,SHA-256,1.6084190614255e+20,27189807392524.89,1.9269456776932e-19,NMC,6.250762,1.6220482344559,5324.6463992002,1690131269
346,9b90d62a2caf1f1387e90f931d5b3a1a63b7fbeb,NOVO,NOVO,coin,SHA256DT,9423065300000.0,341510.8456401021,2.4543592915267e-06,NOVO,1000000.0,0.0,,1690131289
347,b1ec1b4125f4c977b0a6c0185c3662d08204d097,NUKO,Nekonium,coin,Ethash,202328.4231875,556668214.0,4.8502859191454e-05,NUKO,7.5,0.00030317,,1690102113
348,2de0574e61849e93fd72fccfa2f8d933521c2d59,NXS,Nexus,coin,NEXUS,-1.0,587.232595,5.0573036313826e-10,NXS,1.627993,0.07159,1699.11,1690131273
349,0fc5ad2464eae351e06bccd7ef11832d2d0b7fcd,NYAN,Nyancoin,coin,Scrypt,0.65820312,416.06428093,1.3259957828423e-09,NYAN,26149510285.225,0.00018015487710705,0.00065480893182101,1674937108
350,98a9fe67b54a33e27c8d0a082a595f31ee6940ba,NYX,NaoYuanXiao,coin,NeoScrypt,38444200.0,5.6327726959111,4.3391826668154e-07,NYX,2.916,6.5515946885406e-07,,1690131289
351,f0300a03489b88664516e7ee0528ff0c55c79435,OBTC,Optical Bitcoin,coin,HeavyHash,432040555046.0,56676.0,2.1945091111203e-09,OBTC,50.0,0.03530331,123.46,1690131293
352,ba6c105185cd0238845fa92c04b740aaaa055fb7,OCTA,OCTA,coin,Ethash,2300000000000.0,30320000000000.0,3.3245382585752e-10,OCTA,2.8,0.0,,1690131273
353,772aa27f221ba564b579cfb35cf401f7b9331bf9,OMEGA,OMEGA,coin,X11,-1.0,31492.398096481,1.9783496189289e-11,OMEGA,0.74330343,0.0,,1690131284
354,3e14da22ae47b1e918a78ae65274bb8b5ada774d,PAPRY,Paprikacoin,coin,KAWPOW,8794500000.0,132.90891950344,2.2703405858897e-07,PAPRY,36.0,0.0023212823757721,,1690131278
357,0275fdee1795c5962b7288700cda3886812befbf,PEPEW,PEPE-POW,coin,Memehash,4078572412.537408,127.433,3.946498868365e-05,PEPEW,6000.0,3.7485729470848e-06,,1690131278
358,a990e44bf3b40a78167958de71eeb8054115d340,PGC,PGC,coin,Ethash,25946702.0,699950824.0,2.5716092306508e-05,PGC,5.0,0.00176916,,1690131273
359,ffd64bbabb968e77ea7b8015daafa8635448d1ce,PGN,PGN,coin,X21S,438.98036688,7.340100749980969,5.0128616142013e-05,PGN,-1.0,0.0,,1688352544
360,e5839f5561d217849456479f234b95ad33f53b54,PINK,PINK,coin,Ethash,1.0000378203712,292768019742.0,1.2296890065073e-08,PINK,23920078153.506,0.00561564,215.33,1669416513
361,c68a10d5c3f32b53483af60de52efefcb3cbafd4,PLSR,PLSR,coin,Curvehash,1042200000.0,57.636146267057,1.3088510150265e-06,PLSR,90.0,0.0,,1690131284
362,08a3d52cafb1593ea9752450c849b0f24d402c1d,PLUS1,PlusOneCoin,coin,HMQ1725,98258600.0,1165.2082718386,3.5967403313716e-08,PLUS1,50.0,0.011711011669109,4.6991078136337,1690131278
363,42a03696ed647bb37ad9a55cd10dd55f2b31da96,POM,Proof Of Memes,coin,Ethash,7.0000087169811,80318849481.0,3.1374990483514e-07,POM,6262351119.338,2.396047539752e-08,,1689070712
371,e48b6d5f287323243f35240e06ffd078cf94d146,PPC,Peercoin,coin,SHA-256,1.1141403312578e+16,5795274387.8474,5.2415149069312e-15,PPC,36.24,0.39735241192679,1946.1362126545,1690131283
372,0a59420fbc1a48dc7d405e670442be3440fd80bb,PRCO,ProcyonCoin,coin,KAWPOW,213745900.0,3.084130962178725,1.2107585276738e-05,PRCO,44.55,0.022388519075909,,1690131288
381,e85e27119710d0bcdbd6bf777d4e23d4a972334a,QIE,QIE,coin,Ethash,31672584085.615,411743593113.0,1.74866108919e-08,QIE,2.0,0.0,,1690131273
382,b3f05114783c2d16f0382c364e42b05b1b090ce7,QKC,QuarkChain,coin,Ethash,37523046189.0,387738143953.0,6.0319366058643e-09,QKC,1.94900992,0.0097422802461854,9601287.6254441,1690131286
383,f69631af354b162ea3a35db84203babc10f64e79,QRL,QRL,coin,RandomX,10031595.847458,591864155.0,1.0367215236408e-05,QRL,1.704439746,0.0,,1690131278
384,56e12771206132f3c812f228fe3b53826f89fc1d,REDE,REDE,coin,KAWPOW,2475.0,22.2322404697445,9.3311379830529e-05,REDE,1616000000.0,0.0,,1668800209
385,375be737b3c37514c8c8cd845bf80ef3dbf7af72,RITO,RITO,coin,X21S,-1.0,12.349957267883,4.6830228339353e-06,RITO,69.0,8.9854309481654e-05,10.095546860072,1690131279
386,6aa10030eb75576f8592ff60025757da5bbfd3a6,RTM,Raptoreum,coin,GhostRider,36517589.6642529,1.053295617094457,0.0029602971181195,RTM,3720.0,0.0010533,4765.74,1690131296
387,b08108dcacfb8f8402ac5b5f1cb9d5575acaf58b,RTO,RTO,coin,CryptoNightArto,-1.0,4185056.0,0.0037928766362983,RTO,4.40927809,1.746e-09,,1690131273
388,45378f7caf33c51c4b4d31e282fb6ffc66f06c00,RVN,Ravencoin,coin,KAWPOW,7208296584140.0,100698.74,2.0809354644207e-08,RVN,2500.0,0.019409282050869,4889627.6546506,1690131274
389,8e8747dbf7d79133fb106ce45fe6ba00f5860f79,RXD,Radiant,coin,Radiant,109294183922530.0,7852389.2630104,5.3371673835779e-09,RXD,50000.0,0.0024597931989601,99728.808453541,1690131273
390,086e61a638ab8c9815eed0793530c47f94796f1d,RYO,Ryo Currency,coin,CryptoNightGPU,2716000.0,651768626.0,0.00018346075467585,RYO,33.21499,0.026596875606569,158.44952479617,1690131280
391,73047dc3e5480d84831c3e084359ab53ce102335,SATOX,SATOX COIN,coin,KAWPOW,42691390000.0,495.655873316,4.5658973859728e-07,SATOX,270.0,0.0001172262223141,,1690130924
392,a672b5abd4b313f7e50a8d5ec767e56caf2b8864,SC,Siacoin,coin,Blake (2b-Sia),2.656586117730632e+16,1.5132880242009e+19,7.1367775514532e-12,SC,30000.0,0.0034814894493342,8185075.5898845,1690131273
393,8a0b041c72efcad6602937658acf124eb896566f,SCC,StakeCubeCoin,coin,X11,2.4,823518.0,2.4427599168074e-12,SCC,-1.0,0.19276171423924,3116.7669888008,1666437878
394,5ec80dd376604a9d46c3e4591cd4d8b35bf52409,SCP,ScPrime,coin,Blake (2b),1181548435034856.0,7.096283216494683e+17,2.3462479571418e-13,SCP,46.249,0.12612516568356,471.00683530815,1690131280
395,a2cb238ee26f9b25d5ba2752faedef670423124a,SCRIV,SCRIV NETWORK,coin,Tribus,-1.0,8.697651053161195,1.1472121411399e-06,SCRIV,11.9042784,0.00035941723792661,4.8338731661875,1690131278
396,e08f5618faaa46d589d51001ce7f2e1a2b40fa2b,SERO,Super Zero,coin,ProgPowSERO,32596873723.879,319882677788.0,3.7527743889646e-08,SERO,4.4,0.0077018145896189,135694.65176704,1690131274
397,c3d748f7a66b9c7b3b97c61e3a783cf2adaac2fb,SFX,Safex Cash,coin,RandomSFX,6856000.0,822744693.0,0.0012381976326477,SFX,270.0,0.00090457936613149,0.16964349837431,1690131303
398,17840e828ada4e91457f84eaf5ec525321c3a357,SHAHE,SHAHEPAY,coin,X16Rv2,250.0,9.139305973275487,2.2928171997001e-05,SHAHE,1061796600.0,2.5505573390454e-05,,1671325608
399,2649e40e5ddd27a6f44ff1e2c09f52c201cc96f7,SIN,SIN,coin,X25X,2558600000000.0,6.472,8.0943904236898e-07,SIN,6.25,0.0,,1690131278
400,4f780b35bf8ab99b9627d67b9de9b4f74d83131f,SIPC,SIPC,coin,ScryptSIPC,2.59999900001,618510914.0,1.5133114368999e-05,SIPC,47946582.48062,0.0,,1681389399
401,2a8cf23f2e1d31a1555550c8e6f1082a840402ce,SKYDOGE,SKYDOGENET,coin,Skydoge,84280000000.0,1127.01818543,3.7186193088541e-05,SKYDOGE,50000.0,3.7591598226323e-05,,1690131274
402,8b4049a1f0a5303c7fdd41c4ba13dee2c0894ba4,SMART,SmartCash,coin,Keccak,2.23,13223.586121537,1.4135079471438e-10,SMART,1409301983321.1,0.00050025325386491,376.97589060702,1678826564
403,8771f7e3dda3fe77b66365e64768f2d0dcfd4b89,SMLY,SmileyCoin,coin,Groestl,-1.0,94891.88838073,4.4165540988651e-09,SMLY,500.0,6.0149537694227e-05,13.185104061378,1690131295
404,970420cafa18a3e4f00e241020b15da67e33ce4f,SMLY,SmileyCoin,coin,Scrypt,-1.0,451.27256099,9.2869630198113e-07,SMLY,500.0,6.0149537694227e-05,13.185104061378,1690131285
405,99087a2b1050745114e38271cc3665685d415f3d,SMLY,SmileyCoin,coin,Qubit,-1.0,6820.50893753,6.1446317630475e-08,SMLY,500.0,6.0149537694227e-05,13.185104061378,1690131300
406,d14fcea13f3c91941d6bdb62848e1609d7a5ed90,SMLY,SmileyCoin,coin,SHA-256,-1.0,8191126.0564702,5.1164535338327e-11,SMLY,500.0,6.0149537694227e-05,13.185104061378,1690131290
407,d6bed8ef2c3dd7ccb767eadd2da69b3ca8112af8,SMLY,SmileyCoin,coin,Skein,-1.0,14817.15918029,2.8284447340922e-08,SMLY,500.0,6.0149537694227e-05,13.185104061378,1690131305
408,d7ab41d1e6add14ae8bb4ccbca48c4661d057155,SNW,Snowflake,coin,Chukwa,1.0,345030918.0,1.0433847554497e-05,SNW,-1.0,0.012550634267785,,1675698873
410,47c07fbd7d12ec5c63790f93e492e28016582625,STC,Starcoin,coin,CryptoNightSTC,-1.0,183517086.0,9.8083510327752e-05,STC,5.0,0.00657899,23045.0,1690131281
412,55c3f6eae61292a21c75ef7189c6680e8b38e806,SUMO,Sumokoin,coin,CryptoNightR,3940000.0,945510811.0,0.00021691132202189,SUMO,56.97,0.01189895,1219.65,1690131278
413,59829079af0b11cc36a536afe14de8c783d2c31a,SXC,SXC TOKEN,coin,Scrypt,13437276194914.0,173074.68669085,9.4588671196932e-13,SXC,0.1953125,0.041019262591602,,1690131290
414,72b2ca5b2c46ad2a1eff1153428c1ff8c4bdf47c,SYS,Syscoin,coin,SHA-256,8.1001564356722e+19,2668828557273.3,2.5125340175775e-18,SYS,8.0,0.11258874203111,230615.35534605,1690131273
415,d33044974704e483bb2b05295a7e23578ef0dc7f,TAJ,TajCoin,coin,Blake (2s),7006263833082.0,396024.12627016,6.9844942031615e-11,TAJ,33.000002,0.000622620206,0.0013507234696077,1690131283
416,ba9cae5d465b371e45450f0902095449870f72e0,TDC,TDC,coin,Lyra2TDC,86.0,6.39606437,1.1270112854608e-05,TDC,5293100.0,0.0,,1677288295
417,6a6dbf9080f6723c9c5e390dc806b386d467f3a6,TKL,Tokel,coin,Equihash,444623.22208917,2057980.2668668,0.00032799148313879,TKL,3.0,8.06062799518e-05,1.5580421445308,1690131278
418,8b491694c40660312033b49469cf9312928cd221,TLO,Talleo,coin,CryptoNightTalleo,38478.418082937,1825863.0,0.086773213543404,TLO,44.01,8.8630998394229e-06,,1690131273
420,36f1c57eaba0f036bcc46abeac3207d684d250b8,TRC,Terracoin,coin,SHA-256,6.1723313764173e+17,14422814756.102,1.3076006629e-16,TRC,2.25,0.014081930739363,20.8335103226,1690131279
421,11e5e52491e1a25c22bbe3e3dca4174367995bd4,TROLL,Trollcoin,coin,Scrypt-ld,136697510.6653,1.06736266,6.2823281987693e-06,TROLL,8.0,0.00029951436493885,4.5309304326627,1690131284
422,b94bb13067ac0b22f63197fd1ab6e0bdc3e06cc6,TUBE,TUBE,coin,Cuckaroo29b,221.33333333333,83.0,7.2469539286869,TUBE,6.599760682,0.0,,1690131273
424,11b7a390e2436edebd5de7d729e5a104ac5027a1,UBQ,Ubiq,coin,Ubqhash,7012965311.5275,712400392896.0,7.5800070491936e-09,UBQ,1.5,0.019415600521532,188.63028541617,1690131274
426,9ed8f9c1b7f3d0517e04bb5740462920e81b016a,UIS,Unitus,coin,X11,1990000000000.0,139136.75968141,1.7695142211494e-11,UIS,2.9373338,0.00059902872987769,1.5889083109562,1690131285
427,a4572aa26c49e9200e29aae6a130f30a421e7165,UIS,Unitus,coin,Lyra2REv2,59040000000.0,4123.939715168,5.9701278860927e-10,UIS,2.9373338,0.00059902872987769,1.5889083109562,1690131285
428,aea6c4a64d55fbb926d884346ce2ca6cafc51f44,UIS,Unitus,coin,Skein,151390000000.0,10574.408508962,2.3283049329164e-10,UIS,2.9373338,0.00059902872987769,1.5889083109562,1690131285
435,3ce2fc71f2475da0ffc3eb96bc79dea3e9dc6145,UNO,Unobtanium,coin,SHA-256,3.0867074768782e+16,1301225460.1842,6.4415456260384e-18,UNO,0.01,2.25,0.649872,1690131273
436,494a2a286859dc394b462f051eeafab2716783b6,VBK,VeriBlock,coin,vProgPow,3000015257.0,90000457728.0,1.1026862984788e-06,VBK,82.50203007,0.00062871,53.91,1690106094
437,81cc54f95e5cdd4c6219ac819b211f7c2fa8faf2,VCASH,VCASH,coin,SHA-256,1.0147643966302e+19,1715426604601.0,4.8861916616298e-18,VCASH,10.0,0.00079401,,1690131288
438,06dd929a9f49834d8da9d7635032c62430263282,VEIL,VEIL,coin,SHA-256,1.2243161659842e+19,796.4437481815355,2.4503474538281e-18,VEIL,10.0,0.0038772363901472,5.4538990056384,1690131279
439,30a0c24b8fb9637e35c6e55ef34a09959a053e81,VEIL,VEIL,coin,ProgPowVeil,1297434319.8069,51.37780554356114,1.6314249086471e-07,VEIL,10.0,0.0038772363901472,5.4538990056384,1690131279
441,d47d14ff3dd30034a138a05643a3d49c5a28a11d,VGC,VGC,coin,X16Rv2,315067200.0,44.01437678726028,2.0947913299461e-08,VGC,1.1,0.0,,1690131289
442,ef0348faa397cb276ada5061d22946403fe7215a,VIA,Viacoin,coin,Scrypt,-1.0,456946.7876054006,2.7988177630387e-16,VIA,0.00015258,0.03114949395364,2358.2629428625,1690131279
452,a2e92055d84b28e40b65fb0c666d89ac9c2da82e,VOLLAR,VOLLAR,coin,Equihash+Scrypt,-1.0,112572699.0,1.6575288827356e-06,VOLLAR,1.6586,0.165027,,1690131274
453,7cbbb5b89124d83cf5e9a226d32ca6b2b8eafce4,VPRM,VPRM,coin,"Equihash(210,9)",-1.0,461923.55728233,0.38967486538034,VPRM,50.0,0.0,,1690131273
454,fe5528aa63e14085ece440aa9cc3add6bc3b4cf7,VRSC,Verus Coin,coin,VerusHash,396654800000.0,1969862191467.028,6.8532712889657e-10,VRSC,6.0,0.42746752205167,7997.5773150646,1690131284
455,e22b775ec627efbb0e8c059f7005c30c8b75e0f0,VTC,Vertcoin,coin,Verthash,3935676245.98,118.8186801512769,8.817956024326e-08,VTC,12.5,0.10019075605326,52470.659065257,1690131285
456,1edc9b61714b96cb900e43fad29b7a3e6e277ac7,VTE,VTE,coin,KAWPOW,4500.0,75.537865826204,4.993332001027e-05,VTE,5493956100.0,0.0,,1669991440
457,16edec6f4b95121f168a9ca0822d4a9d609961d1,WDC,WorldCoin,coin,Scrypt,1.33576498e-08,25753.134578946,4.3475300794826e-19,WDC,4818228356909.6,0.01900126,5983.39,1687104754
458,1c5bb0181235457ff59ac5d63c995fd11b49715a,WOW,Wownero,coin,RandomWOW,17487000.0,5250000000.0,7.1654332114286e-05,WOW,104.495901,0.0224656,2068.97,1690131292
459,90215ea6cccae766fd2ba2a3339896e514e5c915,XDAG,Dagger by XDAG,coin,RandomXDAG,26910000.0,2610908478.8239,8.8245146035829e-05,XDAG,64.0,0.010761348451418,24098.57359815,1690131289
460,375423b6de103040d6ab46f548f8fb3c96040f20,XHV,Haven Protocol,coin,CryptoNightHaven,4531000.0,545349943.0,1.489933017193e-05,XHV,2.25704135,0.15762422756146,5676.3620683305,1690131289
461,b1be44d55e561903476d5d035d0e84647cab1482,XKR,XKR,coin,CryptoNightTurtle,16981971.133333,1528377402.0,0.00055835431149616,XKR,237.04892,0.0,,1690131286
462,570f23a1883b8b698a5bed42426842513b0878a3,XLA,Scala,coin,Panthera,8.02,971303522.0,0.01389884798544,XLA,3750.0,4.2634917923231e-05,256.96484494338,1690131289
463,c48f4dffd0ee948813625be3432203d16d0c89ae,XMC,XMC,coin,CryptoNight,16333000.0,1960000000.0,1.8367346938776e-06,XMC,1.0,0.50058020158702,19312.880999212,1690070089
464,daadf1c754d9b828d92391a5caefe5625ac23977,XMR,Monero,coin,RandomX,3247549314.175,389705917701.0,5.5662823105096e-09,XMR,0.60255921,166.31834480266,107348837.91327,1690131284
465,a4646b28be18d0c60682685a1704343f9bdd3978,XNA,XNA,coin,KAWPOW,1403579416464.5,19192.861432861,1.3761915265501e-06,XNA,31512.0,0.0,,1690130934
466,0ad257ccef889c482f4a7afb8a0f166f1d846833,XNB,XNB,coin,CryptoNight,117000.0,13993642.0,0.00084707898058275,XNB,3.2927,0.00021254,,1690131289
467,46120ab3a01d7f938d621203f8af87e897b0e664,XRD,Raven Dark,coin,X16R,21.25,2.6960221,6.6066017187029e-06,XRD,188588383.53083,0.00019774457388988,,1664423738
468,08670a165b216b05b1b0d2245b15036dad17ea58,XUNI,XUNI,coin,CryptoNightConceal,-1.0,1450701.0,0.024815589153106,XUNI,10.0,0.0,,1690131284
469,24459a336f02fc45ba9e89c73142061204d37712,XVG,Verge,coin,Scrypt,12.5,616.15528099475,1.7004445612328e-08,XVG,-1.0,0.003373417208576,3953106.1422946,1664913349
470,99208a6d8c3324b7e221e5a2d0281e81795c6d55,XVG,Verge,coin,X17,12.5,30725.054619594,3.4100440484628e-10,XVG,-1.0,0.003373417208576,3953106.1422946,1664915169
471,c59195a1f4646ec1eb37bdb92ec5230f22fff1f2,XVG,Verge,coin,Blake (2s),12.5,2974711.0514212,3.5221501461187e-12,XVG,-1.0,0.003373417208576,3953106.1422946,1664915103
472,c70a2ed1151a85469c22067aa913c8f05e0ebdc7,XVG,Verge,coin,Myr-Groestl,12.5,502373.5952481,2.0855751702575e-11,XVG,-1.0,0.003373417208576,3953106.1422946,1664915144
473,de2877e06b90a484a08410cb29c2af986274e08c,XVG,Verge,coin,Lyra2REv2,12.5,30622.093757798,3.4215096613882e-10,XVG,-1.0,0.003373417208576,3953106.1422946,1664915118
474,91488729a3e0238cc87c142f6f02b4df2a1da750,YCN,YCN,coin,SHA3d,0.005,16.0,2.619344741106e-10,YCN,105948005.90172,0.0,,1675119290
475,8b9193c6f57b872840f02973792d76cea6e0cacd,YDA,YDA,coin,RandomX,12.5,338778727.0,0.00013283006403174,YDA,592078.56254022,0.0,,1683601978
476,f97d56641cecb9b227a46e27742f6af28067f097,YEC,Ycash,coin,"Equihash(192,7)",-1.0,283.9505711063957,0.0048363734937178,YEC,3.125,0.040081342221377,18.112117248365,1690131289
479,a3fc9813173836f168b5d1d309fd758379e4c6be,ZANO,Zano,coin,ProgPowZ,46753135750.0,5769275505249.0,6.2399516138979e-10,ZANO,1.0,0.7276320607613,7127.0901797914,1690131284
480,6e420ca8adbb240a1e6b7ab0aafb58a4d51e7cd8,ZCL,ZClassic,coin,"Equihash(192,7)",7748.8312981345,71.47237462,0.0012008931973074,ZCL,0.1953125,0.0599153912638,15494.761534509,1690131289
481,a454f9181f254a55702fac7d66d5387d5d2ce17a,ZEC,Zcash,coin,Equihash,7230000000.0,64400000.0,1.705951572205e-08,ZEC,2.5,31.964009782887,16846214.651897,1690131284
482,e756c9f8104421620e153cdd70d8d27c415111c9,ZEN,Horizen,coin,Equihash,1565877928.2432,31669269.427654,5.2036224659827e-08,ZEN,3.75,9.4891280632681,24157557.287646,1690131289
483,5b938b983400cdffcf846125930579072a90be83,ZEPH,Zephyr Protocol,coin,RandomX,608202000.0,72984279717.0,7.7245561316224e-07,ZEPH,15.66031015,2.1,25478.0,1690131298
484,37c9db00978ae95eef956eacba293f0bc984f0ad,ZER,Zero,coin,"Equihash(192,7)",2029.6292529765,7843.24079385,0.038727613748411,ZER,2.7,0.0074878591234711,11.951297068381,1690131290
485,bc9ec8d6916ced992d384a8fdffa83992ead0f65,ZERC,ZeroClassic,coin,"Equihash(192,7)",144.0,615.9570488967,1.7898979678653,ZERC,9.800002401,0.00058071,,1690131289
486,3b6c3972173f236a4a28c140e4eaa2376598065f,ZIL,Zilliqa,coin,Ethash,1.4578494132814,41.0,3.6e-09,ZIL,4.1e-11,0.022178800034503,24658753.106033,1690131290
587,495b67bf143563811e00b3582de34f8425766c60,ZTC,Zent Cash,coin,CryptoNightLiteV7,0.00118774,2244840.0,1.9047522317849e-06,ZTC,37736.0,3.58964e-07,122.67,1687532803
